Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Sum of Units Sold,Sum of Price Per Unit,Sum of Total Sales,Sum of Discount Percentage,Discount Value,Net Sales
08-12-2023,38,0,P026,1,5499,5499,0,0,5499
09-01-2020,10,0,P006,3,7499,22497,0,0,22497
09-01-2020,11,0,P024,1,2799,2799,0,0,2799
09-01-2021,18,0,P024,1,2799,2799,0,0,2799
09-01-2021,31,0,P007,2,6999,13998,0,0,13998
09-01-2021,33,0,P013,1,15999,15999,0,0,15999
09-01-2023,1,0,P015,1,8499,8499,0,0,8499
09-01-2023,1,0,P017,1,10499,10499,0,0,10499
09-01-2023,39,0,P012,3,2999,8997,0,0,8997
09-01-2023,41,0,P022,3,1999,5997,0,0,5997
09-01-2023,6,0,P011,2,1499,2998,0,0,2998
09-01-2023,6,0,P012,1,2999,2999,0,0,2999
09-02-2020,12,0,P018,3,2299,6897,0,0,6897
09-02-2020,40,0,P012,2,2999,5998,0,0,5998
09-02-2020,9,0,P005,2,92499,184998,0,0,184998
09-02-2022,25,0,P002,1,69999,69999,0,0,69999
09-02-2022,4,0,P019,3,5999,17997,0,0,17997
09-03-2020,44,0,P025,3,8999,26997,0,0,26997
09-03-2020,46,0,P009,3,3499,10497,0,0,10497
09-03-2020,46,0,P010,1,2199,2199,0,0,2199
09-03-2020,48,0,P028,3,349,1047,0,0,1047
09-03-2021,28,0,P009,1,3499,3499,0,0,3499
09-03-2022,16,0,P010,2,2199,4398,0,0,4398
09-03-2022,24,0,P015,1,8499,8499,0,0,8499
09-03-2022,39,0,P012,3,2999,8997,0,0,8997
09-03-2022,9,0,P027,2,699,1398,0,0,1398
09-03-2023,37,0,P012,2,2999,5998,0,0,5998
09-03-2023,8,0,P010,2,2199,4398,0,0,4398
09-03-2023,9,0,P020,1,12999,12999,0,0,12999
09-04-2020,16,PR001,P025,1,8999,8999,20,1799.8,7199.2
09-04-2020,25,PR001,P018,1,2299,2299,20,459.8,1839.2
09-04-2020,7,PR001,P027,3,699,2097,20,419.4,1677.6
09-04-2021,32,PR001,P005,2,92499,184998,20,36999.6,147998.4
09-04-2023,13,PR001,P018,2,2299,4598,20,919.6,3678.4
09-04-2023,5,PR001,P026,3,5499,16497,20,3299.4,13197.6
09-05-2021,34,PR001,P007,2,6999,13998,20,2799.6,11198.4
09-05-2021,46,PR001,P019,2,5999,11998,20,2399.6,9598.4
09-05-2022,44,PR001,P024,1,2799,2799,20,559.8,2239.2
09-05-2023,36,PR001,P003,1,89999,89999,20,17999.8,71999.2
09-05-2023,48,PR001,P024,1,2799,2799,20,559.8,2239.2
09-06-2020,5,0,P004,2,64999,129998,0,0,129998
09-06-2021,22,0,P026,1,5499,5499,0,0,5499
09-06-2021,38,0,P009,3,3499,10497,0,0,10497
09-06-2021,44,0,P017,2,10499,20998,0,0,20998
09-06-2021,6,0,P010,2,2199,4398,0,0,4398
09-06-2022,1,0,P029,1,99,99,0,0,99
09-06-2022,28,0,P025,1,8999,8999,0,0,8999
09-06-2023,31,0,P025,1,8999,8999,0,0,8999
09-06-2023,35,0,P025,1,8999,8999,0,0,8999
09-06-2023,37,0,P016,3,24999,74997,0,0,74997
09-06-2023,49,0,P015,3,8499,25497,0,0,25497
09-06-2023,5,0,P001,3,79999,239997,0,0,239997
09-07-2020,47,0,P016,3,24999,74997,0,0,74997
09-07-2021,23,0,P008,3,5499,16497,0,0,16497
09-07-2021,26,0,P007,2,6999,13998,0,0,13998
09-07-2021,45,0,P009,3,3499,10497,0,0,10497
09-07-2022,35,PR004,P009,2,3499,6998,50,3499,3499
09-07-2023,10,PR004,P012,1,2999,2999,50,1499.5,1499.5
09-07-2023,46,PR004,P030,3,399,1197,50,598.5,598.5
09-08-2020,26,0,P016,2,24999,49998,0,0,49998
09-08-2020,31,0,P006,1,7499,7499,0,0,7499
09-08-2020,34,0,P023,1,1499,1499,0,0,1499
09-08-2020,39,0,P026,2,5499,10998,0,0,10998
09-08-2021,41,0,P015,2,8499,16998,0,0,16998
09-08-2022,9,0,P016,3,24999,74997,0,0,74997
09-08-2023,11,0,P029,1,99,99,0,0,99
09-08-2023,19,0,P028,1,349,349,0,0,349
09-09-2020,41,0,P025,3,8999,26997,0,0,26997
09-09-2020,48,0,P005,3,92499,277497,0,0,277497
09-09-2021,11,0,P017,1,10499,10499,0,0,10499
09-09-2021,25,0,P018,3,2299,6897,0,0,6897
09-09-2021,39,0,P020,3,12999,38997,0,0,38997
09-09-2022,11,0,P020,3,12999,38997,0,0,38997
09-09-2022,11,0,P024,3,2799,8397,0,0,8397
09-09-2022,47,0,P013,2,15999,31998,0,0,31998
09-09-2023,15,0,P029,3,99,297,0,0,297
09-09-2023,18,0,P009,3,3499,10497,0,0,10497
09-09-2023,45,0,P029,1,99,99,0,0,99
09-09-2023,46,0,P017,3,10499,31497,0,0,31497
09-09-2023,9,0,P017,2,10499,20998,0,0,20998
09-10-2020,12,0,P012,1,2999,2999,0,0,2999
09-10-2020,2,0,P028,1,349,349,0,0,349
09-10-2020,20,0,P008,2,5499,10998,0,0,10998
09-10-2020,37,0,P030,3,399,1197,0,0,1197
09-10-2020,50,0,P013,2,15999,31998,0,0,31998
09-10-2021,24,0,P028,2,349,698,0,0,698
09-10-2022,37,0,P001,3,79999,239997,0,0,239997
09-10-2022,40,0,P017,1,10499,10499,0,0,10499
09-10-2022,8,0,P006,1,7499,7499,0,0,7499
09-11-2020,11,0,P011,2,1499,2998,0,0,2998
09-11-2020,26,0,P002,2,69999,139998,0,0,139998
09-11-2020,28,0,P008,3,5499,16497,0,0,16497
09-11-2021,30,0,P014,1,4999,4999,0,0,4999
09-11-2021,32,0,P001,2,79999,159998,0,0,159998
09-11-2021,39,0,P001,3,79999,239997,0,0,239997
09-11-2022,24,0,P001,3,79999,239997,0,0,239997
09-11-2022,30,0,P007,3,6999,20997,0,0,20997
09-11-2022,30,0,P017,2,10499,20998,0,0,20998
09-11-2022,42,0,P008,2,5499,10998,0,0,10998
09-11-2022,42,0,P016,1,24999,24999,0,0,24999
09-11-2023,39,0,P019,2,5999,11998,0,0,11998
09-11-2023,41,0,P001,1,79999,79999,0,0,79999
09-12-2020,12,0,P001,2,79999,159998,0,0,159998
09-12-2020,43,0,P010,1,2199,2199,0,0,2199
09-12-2022,23,0,P015,2,8499,16998,0,0,16998
09-12-2022,35,0,P014,3,4999,14997,0,0,14997
09-12-2023,29,0,P012,3,2999,8997,0,0,8997
09-12-2023,41,0,P014,3,4999,14997,0,0,14997
10-01-2020,2,0,P003,2,89999,179998,0,0,179998
10-01-2020,46,0,P005,3,92499,277497,0,0,277497
10-01-2021,35,0,P024,1,2799,2799,0,0,2799
10-01-2022,16,0,P016,1,24999,24999,0,0,24999
10-01-2022,26,0,P022,2,1999,3998,0,0,3998
10-01-2022,4,0,P012,2,2999,5998,0,0,5998
10-01-2023,17,0,P023,1,1499,1499,0,0,1499
10-01-2023,22,0,P025,2,8999,17998,0,0,17998
10-01-2023,30,0,P012,2,2999,5998,0,0,5998
10-02-2020,17,0,P008,3,5499,16497,0,0,16497
10-02-2020,21,0,P028,3,349,1047,0,0,1047
10-02-2020,33,0,P027,3,699,2097,0,0,2097
10-02-2021,13,0,P020,1,12999,12999,0,0,12999
10-02-2022,24,0,P011,2,1499,2998,0,0,2998
10-02-2023,27,0,P026,1,5499,5499,0,0,5499
10-03-2021,42,0,P010,3,2199,6597,0,0,6597
10-03-2022,10,0,P015,1,8499,8499,0,0,8499
10-03-2022,16,0,P010,1,2199,2199,0,0,2199
10-03-2022,2,0,P010,3,2199,6597,0,0,6597
10-03-2022,26,0,P002,2,69999,139998,0,0,139998
10-03-2022,42,0,P001,2,79999,159998,0,0,159998
10-03-2022,8,0,P006,3,7499,22497,0,0,22497
10-03-2023,26,0,P011,3,1499,4497,0,0,4497
10-04-2020,12,PR001,P024,2,2799,5598,20,1119.6,4478.4
10-04-2020,26,PR001,P022,2,1999,3998,20,799.6,3198.4
10-04-2020,4,PR001,P001,1,79999,79999,20,15999.8,63999.2
10-04-2020,44,PR001,P018,2,2299,4598,20,919.6,3678.4
10-04-2020,5,PR001,P016,1,24999,24999,20,4999.8,19999.2
10-04-2021,18,PR001,P018,2,2299,4598,20,919.6,3678.4
10-04-2021,44,PR001,P006,3,7499,22497,20,4499.4,17997.6
10-04-2022,43,PR001,P007,3,6999,20997,20,4199.4,16797.6
10-04-2023,38,PR001,P026,2,5499,10998,20,2199.6,8798.4
10-04-2023,4,PR001,P010,2,2199,4398,20,879.6,3518.4
10-04-2023,5,PR001,P007,3,6999,20997,20,4199.4,16797.6
10-05-2020,4,PR001,P029,3,99,297,20,59.4,237.6
10-05-2020,42,PR001,P028,3,349,1047,20,209.4,837.6
10-05-2020,47,PR001,P002,3,69999,209997,20,41999.4,167997.6
10-05-2021,46,PR001,P023,3,1499,4497,20,899.4,3597.6
10-05-2022,36,PR001,P028,1,349,349,20,69.8,279.2
10-05-2022,47,PR001,P025,1,8999,8999,20,1799.8,7199.2
10-05-2022,47,PR001,P028,2,349,698,20,139.6,558.4
10-05-2022,6,PR001,P004,1,64999,64999,20,12999.8,51999.2
10-05-2023,14,PR001,P004,1,64999,64999,20,12999.8,51999.2
10-06-2020,26,0,P018,3,2299,6897,0,0,6897
10-06-2021,16,0,P002,3,69999,209997,0,0,209997
10-06-2021,18,0,P023,2,1499,2998,0,0,2998
10-06-2021,31,0,P014,1,4999,4999,0,0,4999
10-06-2021,34,0,P004,3,64999,194997,0,0,194997
10-06-2022,24,0,P003,3,89999,269997,0,0,269997
10-06-2022,30,0,P023,1,1499,1499,0,0,1499
10-06-2022,49,0,P012,2,2999,5998,0,0,5998
10-06-2023,17,0,P020,2,12999,25998,0,0,25998
10-06-2023,4,0,P010,1,2199,2199,0,0,2199
10-07-2020,25,0,P015,2,8499,16998,0,0,16998
10-07-2020,26,0,P027,2,699,1398,0,0,1398
10-07-2020,50,0,P008,2,5499,10998,0,0,10998
10-07-2021,22,PR004,P009,2,3499,6998,50,3499,3499
10-07-2021,44,PR004,P014,2,4999,9998,50,4999,4999
10-07-2021,5,PR004,P003,1,89999,89999,50,44999.5,44999.5
10-07-2022,16,PR004,P018,3,2299,6897,50,3448.5,3448.5
10-07-2022,21,PR004,P014,1,4999,4999,50,2499.5,2499.5
10-07-2022,41,PR004,P020,1,12999,12999,50,6499.5,6499.5
10-07-2022,7,PR004,P002,2,69999,139998,50,69999,69999
10-07-2023,17,0,P028,1,349,349,0,0,349
10-08-2020,28,0,P005,3,92499,277497,0,0,277497
10-08-2020,46,0,P002,3,69999,209997,0,0,209997
10-08-2021,11,0,P023,3,1499,4497,0,0,4497
10-08-2021,17,0,P007,1,6999,6999,0,0,6999
10-08-2021,46,0,P003,3,89999,269997,0,0,269997
10-08-2022,34,0,P008,1,5499,5499,0,0,5499
10-08-2022,9,0,P030,2,399,798,0,0,798
10-08-2023,10,0,P028,1,349,349,0,0,349
10-08-2023,17,0,P003,1,89999,89999,0,0,89999
10-08-2023,22,0,P006,1,7499,7499,0,0,7499
10-08-2023,27,0,P024,2,2799,5598,0,0,5598
10-08-2023,42,0,P017,1,10499,10499,0,0,10499
10-09-2020,32,0,P007,1,6999,6999,0,0,6999
10-09-2020,36,0,P012,2,2999,5998,0,0,5998
10-09-2021,45,0,P011,2,1499,2998,0,0,2998
10-09-2021,5,0,P028,3,349,1047,0,0,1047
10-09-2023,37,0,P004,3,64999,194997,0,0,194997
10-09-2023,37,0,P025,2,8999,17998,0,0,17998
10-09-2023,47,0,P025,3,8999,26997,0,0,26997
10-09-2023,5,0,P021,2,1299,2598,0,0,2598
10-10-2020,50,0,P015,1,8499,8499,0,0,8499
10-10-2021,16,0,P010,2,2199,4398,0,0,4398
10-10-2021,2,0,P004,2,64999,129998,0,0,129998
10-10-2021,42,0,P012,3,2999,8997,0,0,8997
10-10-2022,43,0,P005,3,92499,277497,0,0,277497
10-10-2022,44,0,P007,1,6999,6999,0,0,6999
10-10-2023,27,0,P001,3,79999,239997,0,0,239997
10-10-2023,30,0,P006,1,7499,7499,0,0,7499
10-11-2020,15,0,P003,3,89999,269997,0,0,269997
10-11-2020,39,0,P005,1,92499,92499,0,0,92499
10-11-2021,16,0,P024,1,2799,2799,0,0,2799
10-11-2022,12,0,P020,3,12999,38997,0,0,38997
10-11-2022,15,0,P018,2,2299,4598,0,0,4598
10-11-2022,24,0,P007,2,6999,13998,0,0,13998
10-11-2023,10,0,P022,1,1999,1999,0,0,1999
10-11-2023,3,0,P026,1,5499,5499,0,0,5499
10-11-2023,33,0,P023,3,1499,4497,0,0,4497
10-12-2020,24,0,P014,3,4999,14997,0,0,14997
10-12-2020,26,0,P001,2,79999,159998,0,0,159998
10-12-2020,38,0,P014,3,4999,14997,0,0,14997
10-12-2020,49,0,P021,1,1299,1299,0,0,1299
10-12-2021,36,0,P029,2,99,198,0,0,198
10-12-2022,20,0,P001,3,79999,239997,0,0,239997
10-12-2022,49,0,P003,2,89999,179998,0,0,179998
10-12-2023,18,0,P021,1,1299,1299,0,0,1299
10-12-2023,23,0,P002,2,69999,139998,0,0,139998
10-12-2023,31,0,P027,3,699,2097,0,0,2097
10-12-2023,4,0,P029,2,99,198,0,0,198
10-12-2023,43,0,P009,3,3499,10497,0,0,10497
11-01-2020,34,0,P012,1,2999,2999,0,0,2999
11-01-2020,45,0,P018,2,2299,4598,0,0,4598
11-01-2020,50,0,P013,1,15999,15999,0,0,15999
11-01-2021,1,0,P029,2,99,198,0,0,198
11-01-2021,3,0,P030,2,399,798,0,0,798
11-01-2022,40,0,P008,2,5499,10998,0,0,10998
11-01-2022,41,0,P017,1,10499,10499,0,0,10499
11-01-2022,50,0,P006,3,7499,22497,0,0,22497
11-01-2022,6,0,P028,1,349,349,0,0,349
11-01-2023,11,0,P026,2,5499,10998,0,0,10998
11-01-2023,2,0,P027,1,699,699,0,0,699
11-01-2023,33,0,P011,2,1499,2998,0,0,2998
11-02-2020,1,0,P011,3,1499,4497,0,0,4497
11-02-2020,10,0,P014,2,4999,9998,0,0,9998
11-02-2020,43,0,P003,3,89999,269997,0,0,269997
11-02-2021,43,0,P023,1,1499,1499,0,0,1499
11-02-2021,44,0,P020,1,12999,12999,0,0,12999
11-02-2022,11,0,P027,1,699,699,0,0,699
11-02-2022,15,0,P001,3,79999,239997,0,0,239997
11-02-2022,30,0,P011,3,1499,4497,0,0,4497
11-02-2022,30,0,P012,1,2999,2999,0,0,2999
11-02-2023,44,0,P019,1,5999,5999,0,0,5999
11-03-2020,28,0,P016,2,24999,49998,0,0,49998
11-03-2020,36,0,P013,3,15999,47997,0,0,47997
11-03-2021,9,0,P022,1,1999,1999,0,0,1999
11-03-2023,50,0,P020,2,12999,25998,0,0,25998
11-04-2020,25,PR001,P023,1,1499,1499,20,299.8,1199.2
11-04-2020,3,PR001,P004,3,64999,194997,20,38999.4,155997.6
11-04-2020,41,PR001,P003,2,89999,179998,20,35999.6,143998.4
11-04-2020,42,PR001,P019,3,5999,17997,20,3599.4,14397.6
11-04-2021,37,PR001,P021,2,1299,2598,20,519.6,2078.4
11-04-2021,38,PR001,P006,3,7499,22497,20,4499.4,17997.6
11-04-2022,15,PR001,P017,1,10499,10499,20,2099.8,8399.2
11-04-2022,27,PR001,P013,3,15999,47997,20,9599.4,38397.6
11-04-2022,4,PR001,P013,1,15999,15999,20,3199.8,12799.2
11-04-2022,46,PR001,P027,3,699,2097,20,419.4,1677.6
11-04-2023,17,PR001,P019,1,5999,5999,20,1199.8,4799.2
11-04-2023,17,PR001,P027,1,699,699,20,139.8,559.2
11-04-2023,29,PR001,P003,2,89999,179998,20,35999.6,143998.4
11-04-2023,8,PR001,P017,2,10499,20998,20,4199.6,16798.4
11-04-2023,9,PR001,P027,2,699,1398,20,279.6,1118.4
11-05-2020,14,PR001,P010,3,2199,6597,20,1319.4,5277.6
11-05-2020,44,PR001,P027,2,699,1398,20,279.6,1118.4
11-05-2021,1,PR001,P015,1,8499,8499,20,1699.8,6799.2
11-05-2021,12,PR001,P030,2,399,798,20,159.6,638.4
11-05-2021,31,PR001,P013,1,15999,15999,20,3199.8,12799.2
11-05-2021,50,PR001,P006,1,7499,7499,20,1499.8,5999.2
11-05-2022,11,PR001,P012,2,2999,5998,20,1199.6,4798.4
11-05-2022,2,PR001,P003,3,89999,269997,20,53999.4,215997.6
11-05-2022,30,PR001,P010,3,2199,6597,20,1319.4,5277.6
11-05-2022,32,PR001,P018,2,2299,4598,20,919.6,3678.4
11-05-2023,13,PR001,P009,3,3499,10497,20,2099.4,8397.6
11-06-2020,3,0,P008,2,5499,10998,0,0,10998
11-06-2021,45,0,P026,1,5499,5499,0,0,5499
11-06-2021,8,0,P025,3,8999,26997,0,0,26997
11-06-2022,39,0,P021,2,1299,2598,0,0,2598
11-06-2022,50,0,P019,2,5999,11998,0,0,11998
11-06-2023,13,0,P005,1,92499,92499,0,0,92499
11-07-2020,18,PR004,P018,3,2299,6897,50,3448.5,3448.5
11-07-2021,23,PR004,P022,1,1999,1999,50,999.5,999.5
11-07-2021,33,PR004,P014,1,4999,4999,50,2499.5,2499.5
11-07-2021,44,PR004,P028,3,349,1047,50,523.5,523.5
11-07-2022,10,0,P021,2,1299,2598,0,0,2598
11-07-2022,42,0,P019,1,5999,5999,0,0,5999
11-07-2022,5,0,P015,3,8499,25497,0,0,25497
11-07-2023,43,0,P019,2,5999,11998,0,0,11998
11-08-2020,46,0,P010,3,2199,6597,0,0,6597
11-08-2020,50,0,P020,3,12999,38997,0,0,38997
11-08-2020,6,0,P029,3,99,297,0,0,297
11-08-2021,13,0,P002,2,69999,139998,0,0,139998
11-08-2021,17,0,P004,1,64999,64999,0,0,64999
11-08-2021,50,0,P003,1,89999,89999,0,0,89999
11-08-2022,1,0,P005,3,92499,277497,0,0,277497
11-08-2022,7,0,P005,1,92499,92499,0,0,92499
11-08-2023,41,0,P014,2,4999,9998,0,0,9998
11-09-2020,10,0,P011,2,1499,2998,0,0,2998
11-09-2020,19,0,P019,2,5999,11998,0,0,11998
11-09-2020,40,0,P013,1,15999,15999,0,0,15999
11-09-2021,29,0,P007,2,6999,13998,0,0,13998
11-09-2021,42,0,P007,3,6999,20997,0,0,20997
11-09-2022,10,0,P019,1,5999,5999,0,0,5999
11-09-2022,11,0,P013,2,15999,31998,0,0,31998
11-09-2022,24,0,P007,1,6999,6999,0,0,6999
11-09-2022,29,0,P010,1,2199,2199,0,0,2199
11-09-2023,35,0,P007,3,6999,20997,0,0,20997
11-09-2023,8,0,P001,3,79999,239997,0,0,239997
11-10-2020,12,0,P001,2,79999,159998,0,0,159998
11-10-2020,19,0,P015,1,8499,8499,0,0,8499
11-10-2021,26,0,P005,3,92499,277497,0,0,277497
11-10-2021,34,0,P010,1,2199,2199,0,0,2199
11-10-2021,37,0,P002,2,69999,139998,0,0,139998
11-10-2021,46,0,P022,1,1999,1999,0,0,1999
11-10-2022,34,0,P027,2,699,1398,0,0,1398
11-10-2023,41,0,P010,2,2199,4398,0,0,4398
11-11-2020,43,0,P001,3,79999,239997,0,0,239997
11-11-2020,5,0,P025,1,8999,8999,0,0,8999
11-11-2021,15,0,P024,1,2799,2799,0,0,2799
11-11-2021,32,0,P011,1,1499,1499,0,0,1499
11-11-2022,31,0,P025,3,8999,26997,0,0,26997
11-11-2022,39,0,P009,3,3499,10497,0,0,10497
11-11-2022,49,0,P014,2,4999,9998,0,0,9998
11-11-2023,15,0,P001,2,79999,159998,0,0,159998
11-11-2023,17,0,P016,3,24999,74997,0,0,74997
11-11-2023,18,0,P026,1,5499,5499,0,0,5499
11-11-2023,46,0,P010,3,2199,6597,0,0,6597
11-11-2023,48,0,P027,3,699,2097,0,0,2097
11-12-2020,14,0,P002,3,69999,209997,0,0,209997
11-12-2020,24,0,P013,3,15999,47997,0,0,47997
11-12-2021,23,0,P026,3,5499,16497,0,0,16497
11-12-2021,29,0,P029,1,99,99,0,0,99
11-12-2021,36,0,P007,2,6999,13998,0,0,13998
11-12-2022,5,0,P011,2,1499,2998,0,0,2998
11-12-2023,28,0,P017,3,10499,31497,0,0,31497
11-12-2023,46,0,P011,1,1499,1499,0,0,1499
12-01-2021,11,0,P009,1,3499,3499,0,0,3499
12-01-2021,34,0,P017,1,10499,10499,0,0,10499
12-01-2021,34,0,P030,2,399,798,0,0,798
12-01-2021,38,0,P028,2,349,698,0,0,698
12-01-2021,8,0,P017,3,10499,31497,0,0,31497
12-01-2022,1,0,P010,1,2199,2199,0,0,2199
12-01-2022,38,0,P016,1,24999,24999,0,0,24999
12-01-2022,48,0,P018,2,2299,4598,0,0,4598
12-01-2023,25,0,P013,3,15999,47997,0,0,47997
12-01-2023,3,0,P026,1,5499,5499,0,0,5499
12-01-2023,37,0,P018,2,2299,4598,0,0,4598
12-01-2023,7,0,P023,2,1499,2998,0,0,2998
12-01-2023,9,0,P008,1,5499,5499,0,0,5499
12-02-2020,4,0,P014,3,4999,14997,0,0,14997
12-02-2020,50,0,P002,2,69999,139998,0,0,139998
12-02-2021,38,0,P030,2,399,798,0,0,798
12-02-2021,45,0,P018,1,2299,2299,0,0,2299
12-02-2022,19,0,P007,3,6999,20997,0,0,20997
12-02-2022,43,0,P028,3,349,1047,0,0,1047
12-02-2023,22,0,P022,3,1999,5997,0,0,5997
12-02-2023,27,0,P024,3,2799,8397,0,0,8397
12-02-2023,45,0,P015,2,8499,16998,0,0,16998
12-03-2020,45,0,P006,1,7499,7499,0,0,7499
12-03-2021,19,0,P017,2,10499,20998,0,0,20998
12-03-2022,11,0,P004,2,64999,129998,0,0,129998
12-03-2022,13,0,P009,3,3499,10497,0,0,10497
12-03-2023,11,0,P027,1,699,699,0,0,699
12-03-2023,11,0,P028,1,349,349,0,0,349
12-03-2023,29,0,P016,1,24999,24999,0,0,24999
12-04-2020,32,PR001,P008,3,5499,16497,20,3299.4,13197.6
12-04-2021,3,PR001,P006,1,7499,7499,20,1499.8,5999.2
12-04-2022,42,PR001,P020,1,12999,12999,20,2599.8,10399.2
12-05-2021,14,PR001,P010,1,2199,2199,20,439.8,1759.2
12-05-2021,20,PR001,P007,2,6999,13998,20,2799.6,11198.4
12-05-2021,32,PR001,P027,2,699,1398,20,279.6,1118.4
12-05-2022,45,PR001,P027,3,699,2097,20,419.4,1677.6
12-05-2022,46,PR001,P020,2,12999,25998,20,5199.6,20798.4
12-05-2023,21,PR001,P022,2,1999,3998,20,799.6,3198.4
12-06-2020,27,0,P030,1,399,399,0,0,399
12-06-2020,40,0,P027,2,699,1398,0,0,1398
12-06-2020,45,0,P007,1,6999,6999,0,0,6999
12-06-2021,1,0,P002,2,69999,139998,0,0,139998
12-06-2021,16,0,P019,1,5999,5999,0,0,5999
12-06-2021,18,0,P029,1,99,99,0,0,99
12-06-2023,46,0,P028,2,349,698,0,0,698
12-06-2023,6,0,P028,1,349,349,0,0,349
12-07-2020,37,PR004,P004,2,64999,129998,50,64999,64999
12-07-2020,46,PR004,P030,2,399,798,50,399,399
12-07-2020,47,PR004,P019,3,5999,17997,50,8998.5,8998.5
12-07-2020,9,PR004,P007,2,6999,13998,50,6999,6999
12-07-2021,24,0,P017,3,10499,31497,0,0,31497
12-07-2021,3,0,P007,1,6999,6999,0,0,6999
12-07-2021,44,0,P004,2,64999,129998,0,0,129998
12-07-2021,50,0,P028,2,349,698,0,0,698
12-07-2022,32,0,P014,1,4999,4999,0,0,4999
12-07-2023,26,0,P011,3,1499,4497,0,0,4497
12-07-2023,30,0,P007,2,6999,13998,0,0,13998
12-08-2020,22,0,P021,2,1299,2598,0,0,2598
12-08-2020,5,0,P011,1,1499,1499,0,0,1499
12-08-2022,26,0,P027,3,699,2097,0,0,2097
12-08-2022,45,0,P007,3,6999,20997,0,0,20997
12-08-2023,10,0,P015,3,8499,25497,0,0,25497
12-08-2023,24,0,P003,3,89999,269997,0,0,269997
12-08-2023,25,0,P002,1,69999,69999,0,0,69999
12-08-2023,27,0,P025,1,8999,8999,0,0,8999
12-08-2023,33,0,P018,1,2299,2299,0,0,2299
12-09-2020,16,0,P010,2,2199,4398,0,0,4398
12-09-2021,22,0,P029,2,99,198,0,0,198
12-09-2021,27,0,P014,3,4999,14997,0,0,14997
12-09-2021,32,0,P009,3,3499,10497,0,0,10497
12-09-2021,4,0,P009,1,3499,3499,0,0,3499
12-09-2022,14,0,P016,3,24999,74997,0,0,74997
12-09-2023,10,0,P025,2,8999,17998,0,0,17998
12-09-2023,23,0,P011,3,1499,4497,0,0,4497
12-09-2023,27,0,P020,1,12999,12999,0,0,12999
12-09-2023,5,0,P011,3,1499,4497,0,0,4497
12-09-2023,6,0,P011,3,1499,4497,0,0,4497
12-10-2020,24,0,P022,1,1999,1999,0,0,1999
12-10-2020,44,0,P027,1,699,699,0,0,699
12-10-2021,21,0,P029,1,99,99,0,0,99
12-10-2021,3,0,P029,2,99,198,0,0,198
12-10-2021,44,0,P019,2,5999,11998,0,0,11998
12-10-2022,43,0,P029,1,99,99,0,0,99
12-10-2023,15,0,P013,2,15999,31998,0,0,31998
12-10-2023,21,0,P011,3,1499,4497,0,0,4497
12-10-2023,46,0,P025,3,8999,26997,0,0,26997
12-11-2020,3,0,P020,3,12999,38997,0,0,38997
12-11-2020,50,0,P024,2,2799,5598,0,0,5598
12-11-2020,7,0,P026,3,5499,16497,0,0,16497
12-11-2020,8,0,P029,1,99,99,0,0,99
12-11-2021,27,0,P003,2,89999,179998,0,0,179998
12-11-2021,31,0,P018,2,2299,4598,0,0,4598
12-11-2021,35,0,P027,2,699,1398,0,0,1398
12-11-2021,47,0,P024,2,2799,5598,0,0,5598
12-11-2021,5,0,P002,3,69999,209997,0,0,209997
12-11-2022,24,0,P025,2,8999,17998,0,0,17998
12-11-2023,27,0,P003,1,89999,89999,0,0,89999
12-11-2023,32,0,P010,2,2199,4398,0,0,4398
12-12-2020,2,0,P020,2,12999,25998,0,0,25998
12-12-2020,50,0,P008,2,5499,10998,0,0,10998
12-12-2021,5,0,P028,2,349,698,0,0,698
12-12-2022,37,0,P014,2,4999,9998,0,0,9998
12-12-2022,40,0,P023,3,1499,4497,0,0,4497
12-12-2023,11,0,P021,1,1299,1299,0,0,1299
12-12-2023,24,0,P020,1,12999,12999,0,0,12999
12-12-2023,30,0,P020,2,12999,25998,0,0,25998
12-12-2023,34,0,P017,1,10499,10499,0,0,10499
12-12-2023,49,0,P013,2,15999,31998,0,0,31998
13-01-2020,17,0,P020,2,12999,25998,0,0,25998
13-01-2020,36,0,P029,3,99,297,0,0,297
13-01-2020,45,0,P026,2,5499,10998,0,0,10998
13-01-2021,3,0,P017,2,10499,20998,0,0,20998
13-01-2021,35,0,P001,3,79999,239997,0,0,239997
13-01-2021,39,0,P027,3,699,2097,0,0,2097
13-01-2022,14,0,P002,3,69999,209997,0,0,209997
13-01-2022,14,0,P029,1,99,99,0,0,99
13-01-2022,34,0,P015,2,8499,16998,0,0,16998
13-01-2022,5,0,P027,2,699,1398,0,0,1398
13-01-2022,7,0,P024,3,2799,8397,0,0,8397
13-01-2023,14,0,P008,2,5499,10998,0,0,10998
13-01-2023,38,0,P002,2,69999,139998,0,0,139998
13-02-2020,15,0,P010,3,2199,6597,0,0,6597
13-02-2020,15,0,P021,1,1299,1299,0,0,1299
13-02-2020,23,0,P020,1,12999,12999,0,0,12999
13-02-2021,21,0,P002,1,69999,69999,0,0,69999
13-02-2021,44,0,P020,3,12999,38997,0,0,38997
13-02-2021,9,0,P011,2,1499,2998,0,0,2998
13-02-2022,19,0,P001,2,79999,159998,0,0,159998
13-02-2022,35,0,P001,3,79999,239997,0,0,239997
13-02-2022,40,0,P026,2,5499,10998,0,0,10998
13-02-2023,23,0,P010,1,2199,2199,0,0,2199
13-02-2023,39,0,P017,1,10499,10499,0,0,10499
